"","Major","Gender","Admission"
"2925","Other","M","Accepted"
"2926","Other","M","Rejected"
"2927","Other","F","Accepted"
"2928","F","F","Rejected"
"2929","Other","M","Rejected"
"2930","Other","M","Rejected"
"2931","D","F","Rejected"
"2932","Other","F","Accepted"
"2933","Other","M","Accepted"
"2934","C","F","Accepted"
"2935","D","M","Rejected"
"2936","E","M","Accepted"
"2937","C","F","Rejected"
"2938","A","M","Accepted"
"2939","D","M","Rejected"
"2940","Other","M","Accepted"
"2941","E","F","Rejected"
"2942","A","M","Rejected"
"2943","Other","M","Rejected"
"2944","Other","M","Rejected"
"2945","Other","F","Rejected"
"2946","Other","M","Accepted"
"2947","Other","M","Rejected"
"2948","F","M","Rejected"
"2949","Other","M","Rejected"
"2950","E","F","Accepted"
"2951","Other","M","Rejected"
"2952","Other","F","Accepted"
"2953","A","M","Rejected"
"2954","Other","M","Accepted"
"2955","D","M","Accepted"
"2956","D","M","Rejected"
"2957","C","F","Rejected"
"2958","F","F","Rejected"
"2959","B","M","Accepted"
"2960","Other","M","Accepted"
"2961","Other","M","Accepted"
"2962","F","F","Rejected"
"2963","Other","M","Rejected"
"2964","B","M","Accepted"
"2965","E","M","Rejected"
"2966","Other","M","Rejected"
"2967","Other","F","Rejected"
"2968","Other","M","Rejected"
"2969","Other","M","Accepted"
"2970","Other","M","Rejected"
"2971","Other","M","Accepted"
"2972","Other","F","Rejected"
"2973","Other","F","Accepted"
"2974","D","F","Rejected"
"2975","Other","M","Rejected"
"2976","Other","F","Accepted"
"2977","D","F","Rejected"
"2978","Other","M","Accepted"
"2979","A","M","Accepted"
"2980","Other","M","Rejected"
"2981","Other","M","Accepted"
"2982","Other","M","Rejected"
"2983","Other","M","Rejected"
"2984","Other","M","Rejected"
"2985","Other","M","Accepted"
"2986","Other","M","Accepted"
"2987","F","M","Rejected"
"2988","Other","M","Rejected"
"2989","Other","M","Accepted"
"2990","Other","M","Accepted"
"2991","Other","M","Rejected"
"2992","Other","M","Accepted"
"2993","Other","M","Rejected"
"2994","A","M","Accepted"
"2995","D","M","Accepted"
"2996","A","M","Accepted"
"2997","Other","M","Rejected"
"2998","D","F","Rejected"
"2999","Other","M","Accepted"
"3000","F","M","Rejected"
"3001","Other","F","Rejected"
"3002","Other","F","Accepted"
"3003","Other","M","Rejected"
"3004","Other","M","Rejected"
"3005","B","M","Accepted"
"3006","Other","M","Rejected"
"3007","D","M","Rejected"
"3008","Other","M","Accepted"
"3009","Other","M","Rejected"
"3010","Other","F","Accepted"
"3011","Other","F","Rejected"
"3012","Other","M","Accepted"
"3013","Other","F","Accepted"
"3014","Other","M","Rejected"
"3015","Other","F","Rejected"
"3016","Other","F","Rejected"
"3017","C","F","Rejected"
"3018","E","F","Rejected"
"3019","Other","F","Accepted"
"3020","Other","M","Accepted"
"3021","Other","F","Rejected"
"3022","Other","M","Rejected"
"3023","Other","M","Rejected"
"3024","E","F","Rejected"
"3025","E","F","Rejected"
"3026","E","F","Rejected"
"3027","C","F","Rejected"
"3028","D","F","Accepted"
"3029","Other","F","Rejected"
"3030","Other","M","Rejected"
"3031","Other","M","Accepted"
"3032","D","M","Accepted"
"3033","A","M","Rejected"
"3034","Other","F","Rejected"
"3035","C","F","Accepted"
"3036","Other","M","Accepted"
"3037","Other","M","Rejected"
"3038","C","F","Rejected"
"3039","C","F","Accepted"
"3040","C","F","Accepted"
"3041","C","F","Accepted"
"3042","Other","M","Rejected"
"3043","Other","F","Accepted"
"3044","E","F","Rejected"
"3045","A","M","Accepted"
"3046","Other","M","Accepted"
"3047","B","M","Accepted"
"3048","Other","M","Rejected"
"3049","Other","M","Accepted"
"3050","F","M","Rejected"
"3051","Other","F","Rejected"
"3052","Other","F","Rejected"
"3053","Other","F","Rejected"
"3054","B","M","Rejected"
"3055","Other","M","Rejected"
"3056","B","M","Accepted"
"3057","Other","M","Accepted"
"3058","A","M","Accepted"
"3059","Other","M","Rejected"
"3060","Other","F","Rejected"
"3061","E","F","Rejected"
"3062","C","F","Accepted"
"3063","Other","M","Rejected"
"3064","Other","M","Rejected"
"3065","Other","M","Accepted"
"3066","Other","F","Accepted"
"3067","Other","M","Rejected"
"3068","Other","F","Accepted"
"3069","A","M","Rejected"
"3070","C","F","Rejected"
"3071","A","M","Rejected"
"3072","Other","M","Rejected"
"3073","Other","M","Accepted"
"3074","Other","M","Rejected"
"3075","Other","M","Rejected"
"3076","F","M","Rejected"
"3077","Other","M","Accepted"
"3078","A","M","Rejected"
"3079","Other","M","Rejected"
"3080","D","F","Accepted"
"3081","F","M","Rejected"
"3082","B","M","Rejected"
"3083","E","F","Rejected"
"3084","Other","M","Rejected"
"3085","Other","M","Accepted"
"3086","Other","M","Accepted"
"3087","Other","M","Rejected"
"3088","Other","M","Rejected"
"3089","B","M","Accepted"
"3090","D","M","Rejected"
"3091","Other","M","Rejected"
"3092","E","M","Accepted"
"3093","Other","F","Rejected"
"3094","C","F","Accepted"
"3095","C","M","Accepted"
"3096","Other","F","Rejected"
"3097","C","F","Rejected"
"3098","Other","M","Rejected"
"3099","Other","M","Rejected"
"3100","Other","M","Rejected"
"3101","Other","M","Rejected"
"3102","Other","M","Rejected"
"3103","Other","M","Rejected"
"3104","Other","M","Rejected"
"3105","Other","M","Rejected"
"3106","Other","F","Rejected"
"3107","Other","M","Rejected"
"3108","Other","M","Rejected"
"3109","Other","M","Rejected"
"3110","Other","M","Rejected"
"3111","Other","M","Accepted"
"3112","E","F","Accepted"
"3113","F","F","Rejected"
"3114","D","M","Rejected"
"3115","C","M","Rejected"
"3116","Other","M","Accepted"
"3117","Other","M","Rejected"
"3118","D","M","Rejected"
"3119","Other","F","Accepted"
"3120","Other","M","Rejected"
"3121","Other","M","Accepted"
"3122","Other","F","Accepted"
"3123","D","M","Rejected"
"3124","Other","F","Rejected"
"3125","B","M","Rejected"
"3126","C","F","Rejected"
"3127","Other","M","Rejected"
"3128","A","M","Accepted"
"3129","D","F","Rejected"
"3130","Other","M","Rejected"
"3131","D","M","Rejected"
"3132","Other","M","Accepted"
"3133","D","F","Rejected"
"3134","F","F","Rejected"
"3135","Other","M","Accepted"
"3136","E","F","Accepted"
"3137","C","F","Rejected"
"3138","Other","M","Accepted"
"3139","Other","F","Accepted"
"3140","Other","M","Accepted"
"3141","Other","M","Accepted"
"3142","Other","M","Rejected"
"3143","Other","M","Accepted"
"3144","Other","F","Rejected"
"3145","A","M","Rejected"
"3146","E","F","Accepted"
"3147","Other","F","Accepted"
"3148","A","M","Rejected"
"3149","Other","M","Rejected"
"3150","Other","F","Rejected"
"3151","D","F","Rejected"
"3152","Other","M","Rejected"
"3153","C","F","Rejected"
"3154","B","M","Accepted"
"3155","F","F","Rejected"
"3156","Other","M","Accepted"
"3157","Other","M","Rejected"
"3158","C","F","Rejected"
"3159","Other","M","Rejected"
"3160","E","F","Accepted"
"3161","Other","M","Rejected"
"3162","Other","F","Rejected"
"3163","B","M","Accepted"
"3164","Other","M","Rejected"
"3165","Other","M","Rejected"
"3166","Other","M","Rejected"
"3167","C","F","Rejected"
"3168","Other","F","Accepted"
"3169","A","M","Accepted"
"3170","D","F","Rejected"
"3171","Other","F","Accepted"
"3172","Other","M","Rejected"
"3173","E","M","Rejected"
"3174","Other","F","Accepted"
"3175","Other","M","Rejected"
"3176","Other","F","Rejected"
"3177","F","F","Rejected"
"3178","Other","M","Accepted"
"3179","Other","F","Rejected"
"3180","A","F","Accepted"
"3181","Other","M","Rejected"
"3182","Other","M","Rejected"
"3183","D","M","Rejected"
"3184","B","M","Accepted"
"3185","Other","M","Rejected"
"3186","E","F","Accepted"
"3187","Other","M","Rejected"
"3188","Other","M","Accepted"
"3189","Other","F","Accepted"
"3190","Other","M","Accepted"
"3191","Other","M","Accepted"
"3192","Other","M","Accepted"
"3193","Other","M","Accepted"
"3194","E","F","Rejected"
"3195","Other","F","Rejected"
"3196","Other","M","Accepted"
"3197","F","F","Rejected"
"3198","Other","F","Accepted"
"3199","Other","M","Rejected"
"3200","A","M","Accepted"
"3201","Other","M","Accepted"
"3202","B","M","Accepted"
"3203","A","M","Accepted"
"3204","B","M","Accepted"
"3205","B","M","Accepted"
"3206","Other","F","Accepted"
"3207","A","M","Accepted"
"3208","Other","M","Rejected"
"3209","B","F","Accepted"
"3210","A","F","Accepted"
"3211","Other","F","Rejected"
"3212","C","F","Rejected"
"3213","Other","F","Rejected"
"3214","Other","F","Accepted"
"3215","A","F","Rejected"
"3216","A","M","Accepted"
"3217","C","M","Rejected"
"3218","Other","F","Rejected"
"3219","C","F","Rejected"
"3220","D","F","Rejected"
"3221","A","M","Accepted"
"3222","Other","F","Accepted"
"3223","E","F","Accepted"
"3224","Other","M","Rejected"
"3225","Other","F","Accepted"
"3226","Other","M","Rejected"
"3227","Other","M","Accepted"
"3228","Other","F","Rejected"
"3229","Other","F","Rejected"
"3230","Other","M","Accepted"
"3231","Other","M","Rejected"
"3232","F","M","Rejected"
"3233","Other","M","Rejected"
"3234","Other","M","Accepted"
"3235","Other","F","Rejected"
"3236","C","M","Rejected"
"3237","D","F","Rejected"
"3238","Other","M","Rejected"
"3239","D","F","Accepted"
"3240","C","F","Rejected"
"3241","A","M","Accepted"
"3242","Other","M","Rejected"
"3243","Other","F","Rejected"
"3244","Other","M","Accepted"
"3245","Other","F","Accepted"
"3246","D","M","Accepted"
"3247","Other","F","Rejected"
"3248","A","M","Accepted"
"3249","D","M","Rejected"
"3250","Other","M","Accepted"
"3251","E","F","Rejected"
"3252","Other","M","Rejected"
"3253","C","F","Accepted"
"3254","B","M","Accepted"
"3255","Other","M","Accepted"
"3256","Other","M","Rejected"
"3257","Other","M","Rejected"
"3258","Other","M","Rejected"
"3259","Other","M","Rejected"
"3260","C","F","Accepted"
"3261","Other","F","Accepted"
"3262","Other","M","Accepted"
"3263","E","F","Rejected"
"3264","Other","M","Rejected"
"3265","Other","M","Accepted"
"3266","E","M","Rejected"
"3267","Other","M","Rejected"
"3268","A","M","Accepted"
"3269","A","M","Rejected"
"3270","Other","M","Rejected"
"3271","F","F","Rejected"
"3272","Other","M","Rejected"
"3273","A","M","Accepted"
"3274","F","F","Rejected"
"3275","Other","M","Rejected"
"3276","Other","F","Rejected"
"3277","Other","F","Rejected"
"3278","Other","M","Rejected"
"3279","A","M","Rejected"
"3280","C","M","Rejected"
"3281","Other","M","Accepted"
"3282","Other","M","Rejected"
"3283","Other","M","Accepted"
"3284","A","M","Accepted"
"3285","C","F","Rejected"
"3286","Other","M","Accepted"
"3287","Other","M","Rejected"
"3288","Other","M","Rejected"
"3289","Other","M","Accepted"
"3290","C","F","Rejected"
"3291","Other","M","Accepted"
"3292","A","M","Accepted"
"3293","Other","M","Rejected"
"3294","E","M","Rejected"
"3295","F","M","Rejected"
"3296","Other","M","Accepted"
"3297","Other","F","Accepted"
"3298","E","M","Rejected"
"3299","Other","M","Accepted"
"3300","Other","M","Rejected"
"3301","Other","M","Accepted"
"3302","D","M","Rejected"
"3303","B","M","Accepted"
"3304","Other","M","Accepted"
"3305","Other","M","Rejected"
"3306","C","F","Rejected"
"3307","Other","F","Accepted"
"3308","Other","M","Rejected"
"3309","B","M","Rejected"
"3310","D","M","Rejected"
"3311","Other","F","Accepted"
"3312","A","M","Accepted"
"3313","Other","M","Rejected"
"3314","E","F","Rejected"
"3315","Other","M","Accepted"
"3316","Other","F","Rejected"
"3317","Other","M","Rejected"
"3318","A","M","Accepted"
"3319","Other","F","Rejected"
"3320","C","F","Accepted"
"3321","Other","M","Accepted"
"3322","A","F","Accepted"
"3323","E","F","Rejected"
"3324","C","M","Rejected"
"3325","C","F","Rejected"
"3326","C","M","Rejected"
"3327","D","M","Accepted"
"3328","B","M","Accepted"
"3329","Other","F","Accepted"
"3330","Other","M","Rejected"
"3331","C","M","Rejected"
"3332","Other","F","Rejected"
"3333","Other","M","Rejected"
"3334","Other","M","Accepted"
"3335","Other","M","Rejected"
"3336","Other","M","Rejected"
"3337","Other","M","Accepted"
"3338","C","F","Accepted"
"3339","Other","M","Rejected"
"3340","C","F","Rejected"
"3341","Other","M","Rejected"
"3342","E","F","Rejected"
"3343","Other","M","Accepted"
"3344","E","M","Rejected"
"3345","Other","M","Accepted"
"3346","Other","M","Rejected"
"3347","C","F","Accepted"
"3348","E","F","Rejected"
"3349","Other","M","Rejected"
"3350","Other","M","Rejected"
"3351","B","M","Accepted"
"3352","A","F","Accepted"
"3353","Other","M","Accepted"
"3354","B","M","Accepted"
"3355","Other","M","Accepted"
"3356","C","F","Accepted"
"3357","Other","M","Accepted"
"3358","Other","F","Rejected"
"3359","B","M","Rejected"
"3360","C","F","Rejected"
"3361","B","M","Rejected"
"3362","Other","F","Rejected"
"3363","Other","M","Accepted"
"3364","Other","M","Rejected"
"3365","E","F","Rejected"
"3366","Other","F","Accepted"
"3367","D","M","Rejected"
"3368","Other","M","Accepted"
"3369","Other","M","Rejected"
"3370","Other","F","Accepted"
"3371","Other","F","Rejected"
"3372","C","F","Accepted"
"3373","A","M","Rejected"
"3374","C","M","Rejected"
"3375","C","F","Rejected"
"3376","Other","F","Rejected"
"3377","A","M","Accepted"
"3378","Other","F","Rejected"
"3379","Other","F","Rejected"
"3380","Other","M","Rejected"
"3381","Other","F","Accepted"
"3382","Other","M","Rejected"
"3383","Other","F","Accepted"
"3384","A","M","Accepted"
"3385","Other","M","Rejected"
"3386","F","M","Rejected"
"3387","Other","M","Rejected"
"3388","Other","F","Rejected"
"3389","Other","F","Accepted"
"3390","D","M","Accepted"
"3391","Other","M","Accepted"
"3392","Other","F","Rejected"
"3393","Other","F","Rejected"
"3394","A","M","Accepted"
"3395","B","M","Rejected"
"3396","Other","M","Accepted"
"3397","Other","M","Accepted"
"3398","Other","M","Rejected"
"3399","Other","F","Rejected"
"3400","Other","M","Rejected"
"3401","Other","M","Accepted"
"3402","F","F","Rejected"
"3403","F","F","Rejected"
"3404","A","M","Accepted"
"3405","Other","F","Accepted"
"3406","C","F","Accepted"
"3407","Other","F","Rejected"
"3408","A","M","Accepted"
"3409","Other","M","Accepted"
"3410","A","M","Accepted"
"3411","Other","M","Accepted"
"3412","B","M","Rejected"
"3413","Other","M","Accepted"
"3414","Other","M","Rejected"
"3415","E","F","Rejected"
"3416","Other","F","Accepted"
"3417","A","M","Accepted"
"3418","Other","M","Accepted"
"3419","Other","M","Accepted"
"3420","Other","M","Accepted"
"3421","Other","M","Rejected"
"3422","Other","F","Accepted"
"3423","A","M","Accepted"
"3424","Other","M","Rejected"
"3425","Other","M","Rejected"
"3426","Other","M","Rejected"
"3427","Other","M","Rejected"
"3428","D","F","Rejected"
"3429","Other","M","Accepted"
"3430","Other","M","Rejected"
"3431","F","F","Rejected"
"3432","Other","M","Accepted"
"3433","Other","M","Rejected"
"3434","Other","M","Rejected"
"3435","A","M","Accepted"
"3436","Other","F","Accepted"
"3437","Other","F","Rejected"
"3438","Other","M","Accepted"
"3439","D","F","Rejected"
"3440","Other","M","Accepted"
"3441","A","M","Rejected"
"3442","Other","M","Accepted"
"3443","Other","F","Rejected"
"3444","Other","M","Rejected"
"3445","Other","M","Accepted"
"3446","E","F","Rejected"
"3447","Other","M","Accepted"
"3448","Other","M","Accepted"
"3449","Other","M","Rejected"
"3450","Other","M","Accepted"
"3451","Other","M","Rejected"
"3452","A","M","Accepted"
"3453","C","F","Rejected"
"3454","E","F","Rejected"
"3455","C","F","Accepted"
"3456","E","F","Rejected"
"3457","Other","F","Rejected"
"3458","C","F","Rejected"
"3459","Other","M","Accepted"
"3460","F","M","Rejected"
"3461","Other","M","Accepted"
"3462","C","F","Accepted"
"3463","D","M","Rejected"
"3464","Other","F","Rejected"
"3465","Other","M","Rejected"
"3466","Other","M","Rejected"
"3467","Other","M","Rejected"
"3468","A","M","Accepted"
"3469","E","M","Rejected"
"3470","F","M","Rejected"
"3471","Other","F","Rejected"
"3472","Other","M","Rejected"
"3473","D","F","Rejected"
"3474","C","M","Accepted"
"3475","Other","M","Accepted"
"3476","Other","M","Rejected"
"3477","Other","M","Rejected"
"3478","Other","M","Rejected"
"3479","D","M","Accepted"
"3480","Other","M","Rejected"
"3481","Other","M","Rejected"
"3482","B","M","Rejected"
"3483","A","M","Accepted"
"3484","F","M","Rejected"
"3485","Other","M","Rejected"
"3486","Other","M","Accepted"
"3487","Other","M","Rejected"
"3488","Other","M","Rejected"
"3489","Other","M","Rejected"
"3490","Other","F","Rejected"
"3491","Other","M","Rejected"
"3492","Other","M","Rejected"
"3493","Other","M","Accepted"
"3494","Other","F","Rejected"
"3495","Other","F","Rejected"
"3496","A","M","Accepted"
"3497","A","M","Accepted"
"3498","Other","F","Accepted"
"3499","A","M","Accepted"
"3500","Other","M","Rejected"
"3501","Other","M","Accepted"
"3502","A","M","Accepted"
"3503","Other","M","Accepted"
"3504","C","F","Rejected"
"3505","Other","M","Accepted"
"3506","Other","M","Accepted"
"3507","F","M","Rejected"
"3508","F","M","Rejected"
"3509","A","M","Accepted"
"3510","D","F","Rejected"
"3511","Other","M","Accepted"
"3512","Other","M","Rejected"
"3513","Other","M","Accepted"
"3514","Other","F","Accepted"
"3515","D","F","Rejected"
"3516","Other","M","Accepted"
"3517","B","M","Rejected"
"3518","C","F","Rejected"
"3519","Other","F","Rejected"
"3520","D","F","Accepted"
"3521","A","M","Accepted"
"3522","Other","F","Rejected"
"3523","Other","M","Accepted"
"3524","A","M","Accepted"
"3525","Other","M","Rejected"
"3526","Other","M","Rejected"
"3527","Other","M","Accepted"
"3528","E","F","Rejected"
"3529","Other","M","Accepted"
"3530","Other","M","Accepted"
"3531","A","M","Accepted"
"3532","A","M","Accepted"
"3533","Other","F","Rejected"
"3534","F","F","Rejected"
"3535","Other","F","Rejected"
"3536","Other","M","Rejected"
"3537","Other","F","Rejected"
"3538","A","M","Rejected"
"3539","E","F","Rejected"
"3540","Other","F","Rejected"
"3541","F","M","Rejected"
"3542","E","F","Rejected"
"3543","Other","M","Accepted"
"3544","F","M","Rejected"
"3545","F","F","Rejected"
"3546","A","M","Rejected"
"3547","Other","M","Rejected"
"3548","F","M","Accepted"
"3549","Other","M","Rejected"
"3550","Other","M","Accepted"
